"country","continent","year","lifeExp","pop","gdpPercap"
"Malawi","Africa",2002,45.009,1.18245e+07,665.423
"Malawi","Africa",2007,48.303,1.33271e+07,759.35
"Malaysia","Asia",1952,48.463,6.74838e+06,1831.13
"Malaysia","Asia",1957,52.102,7.73924e+06,1810.07
"Malaysia","Asia",1962,55.737,8.90638e+06,2036.88
"Malaysia","Asia",1967,59.371,1.01549e+07,2277.74
"Malaysia","Asia",1972,63.01,1.14415e+07,2849.09
"Malaysia","Asia",1977,65.256,1.28454e+07,3827.92
"Malaysia","Asia",1982,68,1.44419e+07,4920.36
"Malaysia","Asia",1987,69.5,1.63318e+07,5249.8
"Malaysia","Asia",1992,70.693,1.83195e+07,7277.91
"Malaysia","Asia",1997,71.938,2.04761e+07,10132.9
"Malaysia","Asia",2002,73.044,2.26624e+07,10207
"Malaysia","Asia",2007,74.241,2.48213e+07,12451.7
"Mali","Africa",1952,33.685,3.83817e+06,452.337
"Mali","Africa",1957,35.307,4.24188e+06,490.382
"Mali","Africa",1962,36.936,4.69037e+06,496.174
"Mali","Africa",1967,38.487,5.21242e+06,545.01
"Mali","Africa",1972,39.977,5.82816e+06,581.369
"Mali","Africa",1977,41.714,6.49165e+06,686.395
"Mali","Africa",1982,43.916,6.99826e+06,618.014
"Mali","Africa",1987,46.364,7.63401e+06,684.172
"Mali","Africa",1992,48.388,8.41622e+06,739.014
"Mali","Africa",1997,49.903,9.38498e+06,790.258
"Mali","Africa",2002,51.818,1.05802e+07,951.41
"Mali","Africa",2007,54.467,1.20318e+07,1042.58
"Mauritania","Africa",1952,40.543,1.02256e+06,743.116
"Mauritania","Africa",1957,42.338,1.07685e+06,846.12
"Mauritania","Africa",1962,44.248,1.14676e+06,1055.9
"Mauritania","Africa",1967,46.289,1.23054e+06,1421.15
"Mauritania","Africa",1972,48.437,1.33279e+06,1586.85
"Mauritania","Africa",1977,50.852,1.45669e+06,1497.49
"Mauritania","Africa",1982,53.599,1.62214e+06,1481.15
"Mauritania","Africa",1987,56.145,1.84124e+06,1421.6
"Mauritania","Africa",1992,58.333,2.11946e+06,1361.37
"Mauritania","Africa",1997,60.43,2.44474e+06,1483.14
"Mauritania","Africa",2002,62.247,2.82886e+06,1579.02
"Mauritania","Africa",2007,64.164,3.27006e+06,1803.15
"Mauritius","Africa",1952,50.986,516556,1967.96
"Mauritius","Africa",1957,58.089,609816,2034.04
"Mauritius","Africa",1962,60.246,701016,2529.07
"Mauritius","Africa",1967,61.557,789309,2475.39
"Mauritius","Africa",1972,62.944,851334,2575.48
"Mauritius","Africa",1977,64.93,913025,3710.98
"Mauritius","Africa",1982,66.711,992040,3688.04
"Mauritius","Africa",1987,68.74,1.04266e+06,4783.59
"Mauritius","Africa",1992,69.745,1.0962e+06,6058.25
"Mauritius","Africa",1997,70.736,1.14982e+06,7425.71
"Mauritius","Africa",2002,71.954,1.20021e+06,9021.82
"Mauritius","Africa",2007,72.801,1.25088e+06,10957
"Mexico","Americas",1952,50.789,3.01443e+07,3478.13
"Mexico","Americas",1957,55.19,3.50155e+07,4131.55
"Mexico","Americas",1962,58.299,4.11215e+07,4581.61
"Mexico","Americas",1967,60.11,4.79956e+07,5754.73
"Mexico","Americas",1972,62.361,5.59843e+07,6809.41
"Mexico","Americas",1977,65.032,6.376e+07,7674.93
"Mexico","Americas",1982,67.405,7.16409e+07,9611.15
"Mexico","Americas",1987,69.498,8.01225e+07,8688.16
"Mexico","Americas",1992,71.455,8.8111e+07,9472.38
"Mexico","Americas",1997,73.67,9.58951e+07,9767.3
"Mexico","Americas",2002,74.902,1.0248e+08,10742.4
"Mexico","Americas",2007,76.195,1.08701e+08,11977.6
"Mongolia","Asia",1952,42.244,800663,786.567
"Mongolia","Asia",1957,45.248,882134,912.663
"Mongolia","Asia",1962,48.251,1.01028e+06,1056.35
"Mongolia","Asia",1967,51.253,1.1495e+06,1226.04
"Mongolia","Asia",1972,53.754,1.3205e+06,1421.74
"Mongolia","Asia",1977,55.491,1.528e+06,1647.51
"Mongolia","Asia",1982,57.489,1.75603e+06,2000.6
"Mongolia","Asia",1987,60.222,2.01513e+06,2338.01
"Mongolia","Asia",1992,61.271,2.3128e+06,1785.4
"Mongolia","Asia",1997,63.625,2.4948e+06,1902.25
"Mongolia","Asia",2002,65.033,2.67423e+06,2140.74
"Mongolia","Asia",2007,66.803,2.87413e+06,3095.77
"Montenegro","Europe",1952,59.164,413834,2647.59
"Montenegro","Europe",1957,61.448,442829,3682.26
"Montenegro","Europe",1962,63.728,474528,4649.59
"Montenegro","Europe",1967,67.178,501035,5907.85
"Montenegro","Europe",1972,70.636,527678,7778.41
"Montenegro","Europe",1977,73.066,560073,9595.93
"Montenegro","Europe",1982,74.101,562548,11222.6
"Montenegro","Europe",1987,74.865,569473,11732.5
"Montenegro","Europe",1992,75.435,621621,7003.34
"Montenegro","Europe",1997,75.445,692651,6465.61
"Montenegro","Europe",2002,73.981,720230,6557.19
"Montenegro","Europe",2007,74.543,684736,9253.9
"Morocco","Africa",1952,42.873,9.93922e+06,1688.2
"Morocco","Africa",1957,45.423,1.14064e+07,1642
"Morocco","Africa",1962,47.924,1.30566e+07,1566.35
"Morocco","Africa",1967,50.335,1.47703e+07,1711.04
"Morocco","Africa",1972,52.862,1.66607e+07,1930.19
"Morocco","Africa",1977,55.73,1.83969e+07,2370.62
"Morocco","Africa",1982,59.65,2.01987e+07,2702.62
"Morocco","Africa",1987,62.677,2.29874e+07,2755.05
"Morocco","Africa",1992,65.393,2.57982e+07,2948.05
"Morocco","Africa",1997,67.66,2.85295e+07,2982.1
"Morocco","Africa",2002,69.615,3.11678e+07,3258.5
"Morocco","Africa",2007,71.164,3.37572e+07,3820.18
"Mozambique","Africa",1952,31.286,6.44632e+06,468.526
"Mozambique","Africa",1957,33.779,7.03804e+06,495.587
"Mozambique","Africa",1962,36.161,7.78894e+06,556.686
"Mozambique","Africa",1967,38.113,8.68091e+06,566.669
"Mozambique","Africa",1972,40.328,9.8096e+06,724.918
"Mozambique","Africa",1977,42.495,1.11279e+07,502.32
"Mozambique","Africa",1982,42.795,1.25872e+07,462.211
"Mozambique","Africa",1987,42.861,1.2892e+07,389.876
"Mozambique","Africa",1992,44.284,1.31607e+07,410.897
"Mozambique","Africa",1997,46.344,1.66033e+07,472.346
"Mozambique","Africa",2002,44.026,1.84738e+07,633.618
"Mozambique","Africa",2007,42.082,1.99517e+07,823.686
"Myanmar","Asia",1952,36.319,2.0093e+07,331
"Myanmar","Asia",1957,41.905,2.17318e+07,350
"Myanmar","Asia",1962,45.108,2.36344e+07,388
"Myanmar","Asia",1967,49.379,2.58703e+07,349
"Myanmar","Asia",1972,53.07,2.84664e+07,357
"Myanmar","Asia",1977,56.059,3.15281e+07,371
"Myanmar","Asia",1982,58.056,3.46804e+07,424
"Myanmar","Asia",1987,58.339,3.80286e+07,385
"Myanmar","Asia",1992,59.32,4.05465e+07,347
"Myanmar","Asia",1997,60.328,4.32479e+07,415
"Myanmar","Asia",2002,59.908,4.55981e+07,611
"Myanmar","Asia",2007,62.069,4.7762e+07,944
"Namibia","Africa",1952,41.725,485831,2423.78
"Namibia","Africa",1957,45.226,548080,2621.45
"Namibia","Africa",1962,48.386,621392,3173.22
"Namibia","Africa",1967,51.159,706640,3793.69
"Namibia","Africa",1972,53.867,821782,3746.08
"Namibia","Africa",1977,56.437,977026,3876.49
"Namibia","Africa",1982,58.968,1.09901e+06,4191.1
"Namibia","Africa",1987,60.835,1.27818e+06,3693.73
"Namibia","Africa",1992,61.999,1.55425e+06,3804.54
"Namibia","Africa",1997,58.909,1.77477e+06,3899.52
"Namibia","Africa",2002,51.479,1.97215e+06,4072.32
"Namibia","Africa",2007,52.906,2.05508e+06,4811.06
"Nepal","Asia",1952,36.157,9.18254e+06,545.866
"Nepal","Asia",1957,37.686,9.68234e+06,597.936
"Nepal","Asia",1962,39.393,1.03321e+07,652.397
"Nepal","Asia",1967,41.472,1.12617e+07,676.442
"Nepal","Asia",1972,43.971,1.24126e+07,674.788
"Nepal","Asia",1977,46.748,1.39332e+07,694.112
"Nepal","Asia",1982,49.594,1.57963e+07,718.373
"Nepal","Asia",1987,52.537,1.79172e+07,775.632
"Nepal","Asia",1992,55.727,2.03262e+07,897.74
"Nepal","Asia",1997,59.426,2.30011e+07,1010.89
"Nepal","Asia",2002,61.34,2.58739e+07,1057.21
"Nepal","Asia",2007,63.785,2.89018e+07,1091.36
"Netherlands","Europe",1952,72.13,1.0382e+07,8941.57
"Netherlands","Europe",1957,72.99,1.10264e+07,11276.2
"Netherlands","Europe",1962,73.23,1.18057e+07,12790.8
"Netherlands","Europe",1967,73.82,1.25968e+07,15363.3
"Netherlands","Europe",1972,73.75,1.33299e+07,18794.7
"Netherlands","Europe",1977,75.24,1.3853e+07,21209.1
"Netherlands","Europe",1982,76.05,1.43104e+07,21399.5
"Netherlands","Europe",1987,76.83,1.46653e+07,23651.3
"Netherlands","Europe",1992,77.42,1.51742e+07,26790.9
"Netherlands","Europe",1997,78.03,1.56045e+07,30246.1
"Netherlands","Europe",2002,78.53,1.61228e+07,33724.8
"Netherlands","Europe",2007,79.762,1.65706e+07,36797.9
"New Zealand","Oceania",1952,69.39,1.99479e+06,10556.6
"New Zealand","Oceania",1957,70.26,2.22941e+06,12247.4
"New Zealand","Oceania",1962,71.24,2.48855e+06,13175.7
"New Zealand","Oceania",1967,71.52,2.72815e+06,14463.9
"New Zealand","Oceania",1972,71.89,2.9291e+06,16046
"New Zealand","Oceania",1977,72.22,3.1649e+06,16233.7
"New Zealand","Oceania",1982,73.84,3.21065e+06,17632.4
"New Zealand","Oceania",1987,74.32,3.31717e+06,19007.2
"New Zealand","Oceania",1992,76.33,3.43767e+06,18363.3
"New Zealand","Oceania",1997,77.55,3.67619e+06,21050.4
"New Zealand","Oceania",2002,79.11,3.90804e+06,23189.8
"New Zealand","Oceania",2007,80.204,4.11577e+06,25185
"Nicaragua","Americas",1952,42.314,1.16579e+06,3112.36
"Nicaragua","Americas",1957,45.432,1.35883e+06,3457.42
"Nicaragua","Americas",1962,48.632,1.5906e+06,3634.36
"Nicaragua","Americas",1967,51.884,1.86549e+06,4643.39
"Nicaragua","Americas",1972,55.151,2.18291e+06,4688.59
"Nicaragua","Americas",1977,57.47,2.5546e+06,5486.37
"Nicaragua","Americas",1982,59.298,2.97942e+06,3470.34
"Nicaragua","Americas",1987,62.008,3.34435e+06,2955.98
"Nicaragua","Americas",1992,65.843,4.01794e+06,2170.15
"Nicaragua","Americas",1997,68.426,4.60957e+06,2253.02
"Nicaragua","Americas",2002,70.836,5.14685e+06,2474.55
"Nicaragua","Americas",2007,72.899,5.67536e+06,2749.32
"Niger","Africa",1952,37.444,3.37947e+06,761.879
"Niger","Africa",1957,38.598,3.69218e+06,835.523
"Niger","Africa",1962,39.487,4.07601e+06,997.766
"Niger","Africa",1967,40.118,4.53406e+06,1054.38
"Niger","Africa",1972,40.546,5.06026e+06,954.209
"Niger","Africa",1977,41.291,5.68209e+06,808.897
"Niger","Africa",1982,42.598,6.43719e+06,909.722
"Niger","Africa",1987,44.555,7.33264e+06,668.3
"Niger","Africa",1992,47.391,8.39282e+06,581.183
"Niger","Africa",1997,51.313,9.66625e+06,580.305
"Niger","Africa",2002,54.496,1.11407e+07,601.075
"Niger","Africa",2007,56.867,1.28949e+07,619.677
"Nigeria","Africa",1952,36.324,3.31191e+07,1077.28
"Nigeria","Africa",1957,37.802,3.71733e+07,1100.59
"Nigeria","Africa",1962,39.36,4.18714e+07,1150.93
"Nigeria","Africa",1967,41.04,4.72878e+07,1014.51
"Nigeria","Africa",1972,42.821,5.37401e+07,1698.39
"Nigeria","Africa",1977,44.514,6.22092e+07,1981.95
"Nigeria","Africa",1982,45.826,7.30394e+07,1576.97
"Nigeria","Africa",1987,46.886,8.15515e+07,1385.03
"Nigeria","Africa",1992,47.472,9.33642e+07,1619.85
"Nigeria","Africa",1997,47.464,1.06208e+08,1624.94
"Nigeria","Africa",2002,46.608,1.19901e+08,1615.29
"Nigeria","Africa",2007,46.859,1.35031e+08,2013.98
"Norway","Europe",1952,72.67,3.32773e+06,10095.4
"Norway","Europe",1957,73.44,3.49194e+06,11654
"Norway","Europe",1962,73.47,3.63892e+06,13450.4
"Norway","Europe",1967,74.08,3.78602e+06,16361.9
"Norway","Europe",1972,74.34,3.933e+06,18965.1
"Norway","Europe",1977,75.37,4.0432e+06,23311.3
"Norway","Europe",1982,75.97,4.11479e+06,26298.6
"Norway","Europe",1987,75.89,4.18615e+06,31541
"Norway","Europe",1992,77.32,4.28636e+06,33965.7
"Norway","Europe",1997,78.32,4.40567e+06,41283.2
"Norway","Europe",2002,79.05,4.53559e+06,44684
"Norway","Europe",2007,80.196,4.62793e+06,49357.2
"Oman","Asia",1952,37.578,507833,1828.23
"Oman","Asia",1957,40.08,561977,2242.75
"Oman","Asia",1962,43.165,628164,2924.64
"Oman","Asia",1967,46.988,714775,4720.94
"Oman","Asia",1972,52.143,829050,10618
"Oman","Asia",1977,57.367,1.00453e+06,11848.3
"Oman","Asia",1982,62.728,1.30105e+06,12954.8
"Oman","Asia",1987,67.734,1.59388e+06,18115.2
"Oman","Asia",1992,71.197,1.91521e+06,18616.7
"Oman","Asia",1997,72.499,2.28364e+06,19702.1
"Oman","Asia",2002,74.193,2.71346e+06,19774.8
"Oman","Asia",2007,75.64,3.2049e+06,22316.2
"Pakistan","Asia",1952,43.436,4.13466e+07,684.597
"Pakistan","Asia",1957,45.557,4.66799e+07,747.084
"Pakistan","Asia",1962,47.67,5.31007e+07,803.343
"Pakistan","Asia",1967,49.8,6.06419e+07,942.408
"Pakistan","Asia",1972,51.929,6.93259e+07,1049.94
"Pakistan","Asia",1977,54.043,7.81527e+07,1175.92
"Pakistan","Asia",1982,56.158,9.14621e+07,1443.43
"Pakistan","Asia",1987,58.245,1.05187e+08,1704.69
"Pakistan","Asia",1992,60.838,1.20065e+08,1971.83
"Pakistan","Asia",1997,61.818,1.35565e+08,2049.35
"Pakistan","Asia",2002,63.61,1.53404e+08,2092.71
"Pakistan","Asia",2007,65.483,1.69271e+08,2605.95
"Panama","Americas",1952,55.191,940080,2480.38
"Panama","Americas",1957,59.201,1.06351e+06,2961.8
"Panama","Americas",1962,61.817,1.21572e+06,3536.54
"Panama","Americas",1967,64.071,1.40549e+06,4421.01
"Panama","Americas",1972,66.216,1.61638e+06,5364.25
"Panama","Americas",1977,68.681,1.83978e+06,5351.91
"Panama","Americas",1982,70.472,2.0363e+06,7009.6
"Panama","Americas",1987,71.523,2.25364e+06,7034.78
"Panama","Americas",1992,72.462,2.485e+06,6618.74
"Panama","Americas",1997,73.738,2.73453e+06,7113.69
"Panama","Americas",2002,74.712,2.99088e+06,7356.03
"Panama","Americas",2007,75.537,3.24217e+06,9809.19
"Paraguay","Americas",1952,62.649,1.55588e+06,1952.31
"Paraguay","Americas",1957,63.196,1.7709e+06,2046.15
"Paraguay","Americas",1962,64.361,2.00981e+06,2148.03
"Paraguay","Americas",1967,64.951,2.28798e+06,2299.38
"Paraguay","Americas",1972,65.815,2.6141e+06,2523.34
"Paraguay","Americas",1977,66.353,2.98449e+06,3248.37
"Paraguay","Americas",1982,66.874,3.36644e+06,4258.5
"Paraguay","Americas",1987,67.378,3.88651e+06,3998.88
"Paraguay","Americas",1992,68.225,4.48394e+06,4196.41
"Paraguay","Americas",1997,69.4,5.15412e+06,4247.4
"Paraguay","Americas",2002,70.755,5.88449e+06,3783.67
"Paraguay","Americas",2007,71.752,6.66715e+06,4172.84
"Peru","Americas",1952,43.902,8.0257e+06,3758.52
"Peru","Americas",1957,46.263,9.1461e+06,4245.26
"Peru","Americas",1962,49.096,1.05165e+07,4957.04
"Peru","Americas",1967,51.445,1.21322e+07,5788.09
"Peru","Americas",1972,55.448,1.39547e+07,5937.83
"Peru","Americas",1977,58.447,1.59901e+07,6281.29
"Peru","Americas",1982,61.406,1.81251e+07,6434.5
"Peru","Americas",1987,64.134,2.01959e+07,6360.94
"Peru","Americas",1992,66.458,2.24304e+07,4446.38
"Peru","Americas",1997,68.386,2.47481e+07,5838.35
"Peru","Americas",2002,69.906,2.67694e+07,5909.02
"Peru","Americas",2007,71.421,2.86748e+07,7408.91
"Philippines","Asia",1952,47.752,2.24387e+07,1272.88
"Philippines","Asia",1957,51.334,2.60722e+07,1547.94
"Philippines","Asia",1962,54.757,3.03253e+07,1649.55
"Philippines","Asia",1967,56.393,3.53566e+07,1814.13
"Philippines","Asia",1972,58.065,4.08501e+07,1989.37
"Philippines","Asia",1977,60.06,4.6851e+07,2373.2
"Philippines","Asia",1982,62.082,5.34568e+07,2603.27
"Philippines","Asia",1987,64.151,6.00178e+07,2189.63
"Philippines","Asia",1992,66.458,6.71858e+07,2279.32
"Philippines","Asia",1997,68.564,7.5013e+07,2536.53
"Philippines","Asia",2002,70.303,8.29951e+07,2650.92
"Philippines","Asia",2007,71.688,9.10773e+07,3190.48
"Poland","Europe",1952,61.31,2.57306e+07,4029.33
"Poland","Europe",1957,65.77,2.82353e+07,4734.25
"Poland","Europe",1962,67.64,3.03296e+07,5338.75
"Poland","Europe",1967,69.61,3.17854e+07,6557.15
"Poland","Europe",1972,70.85,3.30395e+07,8006.51
"Poland","Europe",1977,70.67,3.46213e+07,9508.14
"Poland","Europe",1982,71.32,3.62274e+07,8451.53
"Poland","Europe",1987,70.98,3.77407e+07,9082.35
"Poland","Europe",1992,70.99,3.83707e+07,7738.88
"Poland","Europe",1997,72.75,3.8655e+07,10159.6
"Poland","Europe",2002,74.67,3.8626e+07,12002.2
"Poland","Europe",2007,75.563,3.85182e+07,15389.9
"Portugal","Europe",1952,59.82,8.52605e+06,3068.32
"Portugal","Europe",1957,61.51,8.81765e+06,3774.57
"Portugal","Europe",1962,64.39,9.0198e+06,4727.95
"Portugal","Europe",1967,66.6,9.103e+06,6361.52
"Portugal","Europe",1972,69.26,8.97045e+06,9022.25
"Portugal","Europe",1977,70.41,9.6626e+06,10172.5
"Portugal","Europe",1982,72.77,9.85965e+06,11753.8
"Portugal","Europe",1987,74.06,9.91529e+06,13039.3
"Portugal","Europe",1992,74.86,9.92768e+06,16207.3
"Portugal","Europe",1997,75.97,1.01564e+07,17641
"Portugal","Europe",2002,77.29,1.04339e+07,19970.9
"Portugal","Europe",2007,78.098,1.06428e+07,20509.6
"Puerto Rico","Americas",1952,64.28,2.227e+06,3081.96
"Puerto Rico","Americas",1957,68.54,2.26e+06,3907.16
"Puerto Rico","Americas",1962,69.62,2.44805e+06,5108.34
"Puerto Rico","Americas",1967,71.1,2.64896e+06,6929.28
"Puerto Rico","Americas",1972,72.16,2.84713e+06,9123.04
"Puerto Rico","Americas",1977,73.44,3.08083e+06,9770.52
"Puerto Rico","Americas",1982,73.75,3.279e+06,10331
"Puerto Rico","Americas",1987,74.63,3.44447e+06,12281.3
"Puerto Rico","Americas",1992,73.911,3.58518e+06,14641.6
"Puerto Rico","Americas",1997,74.917,3.75943e+06,16999.4
"Puerto Rico","Americas",2002,77.778,3.85961e+06,18855.6
"Puerto Rico","Americas",2007,78.746,3.94249e+06,19328.7
"Reunion","Africa",1952,52.724,257700,2718.89
"Reunion","Africa",1957,55.09,308700,2769.45
"Reunion","Africa",1962,57.666,358900,3173.72
"Reunion","Africa",1967,60.542,414024,4021.18
"Reunion","Africa",1972,64.274,461633,5047.66
"Reunion","Africa",1977,67.064,492095,4319.8
"Reunion","Africa",1982,69.885,517810,5267.22
"Reunion","Africa",1987,71.913,562035,5303.38
"Reunion","Africa",1992,73.615,622191,6101.26
"Reunion","Africa",1997,74.772,684810,6071.94
"Reunion","Africa",2002,75.744,743981,6316.17
"Reunion","Africa",2007,76.442,798094,7670.12
"Romania","Europe",1952,61.05,1.663e+07,3144.61
"Romania","Europe",1957,64.1,1.78293e+07,3943.37
"Romania","Europe",1962,66.8,1.86807e+07,4735
"Romania","Europe",1967,66.8,1.92848e+07,6470.87
"Romania","Europe",1972,69.21,2.06626e+07,8011.41
"Romania","Europe",1977,69.46,2.16586e+07,9356.4
"Romania","Europe",1982,69.66,2.23567e+07,9605.31
"Romania","Europe",1987,69.53,2.26864e+07,9696.27
"Romania","Europe",1992,69.36,2.2797e+07,6598.41
"Romania","Europe",1997,69.72,2.25625e+07,7346.55
"Romania","Europe",2002,71.322,2.24043e+07,7885.36
"Romania","Europe",2007,72.476,2.22761e+07,10808.5
"Rwanda","Africa",1952,40,2.53493e+06,493.324
"Rwanda","Africa",1957,41.5,2.82208e+06,540.289
"Rwanda","Africa",1962,43,3.05124e+06,597.473
"Rwanda","Africa",1967,44.1,3.45108e+06,510.964
"Rwanda","Africa",1972,44.6,3.99212e+06,590.581
"Rwanda","Africa",1977,45,4.65707e+06,670.081
"Rwanda","Africa",1982,46.218,5.50756e+06,881.571
"Rwanda","Africa",1987,44.02,6.34936e+06,847.991
"Rwanda","Africa",1992,23.599,7.2902e+06,737.069
"Rwanda","Africa",1997,36.087,7.21258e+06,589.945
"Rwanda","Africa",2002,43.413,7.8524e+06,785.654
"Rwanda","Africa",2007,46.242,8.86059e+06,863.088
"Sao Tome and Principe","Africa",1952,46.471,60011,879.584
"Sao Tome and Principe","Africa",1957,48.945,61325,860.737
"Sao Tome and Principe","Africa",1962,51.893,65345,1071.55
"Sao Tome and Principe","Africa",1967,54.425,70787,1384.84
"Sao Tome and Principe","Africa",1972,56.48,76595,1532.99
"Sao Tome and Principe","Africa",1977,58.55,86796,1737.56
"Sao Tome and Principe","Africa",1982,60.351,98593,1890.22
"Sao Tome and Principe","Africa",1987,61.728,110812,1516.53
"Sao Tome and Principe","Africa",1992,62.742,125911,1428.78
"Sao Tome and Principe","Africa",1997,63.306,145608,1339.08
"Sao Tome and Principe","Africa",2002,64.337,170372,1353.09
"Sao Tome and Principe","Africa",2007,65.528,199579,1598.44
"Saudi Arabia","Asia",1952,39.875,4.00568e+06,6459.55
"Saudi Arabia","Asia",1957,42.868,4.41965e+06,8157.59
"Saudi Arabia","Asia",1962,45.914,4.94303e+06,11626.4
"Saudi Arabia","Asia",1967,49.901,5.6182e+06,16903
"Saudi Arabia","Asia",1972,53.886,6.47276e+06,24837.4
"Saudi Arabia","Asia",1977,58.69,8.1285e+06,34167.8
"Saudi Arabia","Asia",1982,63.012,1.12547e+07,33693.2
"Saudi Arabia","Asia",1987,66.295,1.46197e+07,21198.3
"Saudi Arabia","Asia",1992,68.768,1.69459e+07,24841.6
"Saudi Arabia","Asia",1997,70.533,2.12298e+07,20586.7
"Saudi Arabia","Asia",2002,71.626,2.45015e+07,19014.5
"Saudi Arabia","Asia",2007,72.777,2.7601e+07,21654.8
"Senegal","Africa",1952,37.278,2.75559e+06,1450.36
"Senegal","Africa",1957,39.329,3.05455e+06,1567.65
"Senegal","Africa",1962,41.454,3.43024e+06,1654.99
"Senegal","Africa",1967,43.563,3.96584e+06,1612.4
"Senegal","Africa",1972,45.815,4.5887e+06,1597.71
"Senegal","Africa",1977,48.879,5.26086e+06,1561.77
"Senegal","Africa",1982,52.379,6.14778e+06,1518.48
"Senegal","Africa",1987,55.769,7.17135e+06,1441.72
"Senegal","Africa",1992,58.196,8.30792e+06,1367.9
"Senegal","Africa",1997,60.187,9.53531e+06,1392.37
"Senegal","Africa",2002,61.6,1.087e+07,1519.64
"Senegal","Africa",2007,63.062,1.22675e+07,1712.47
"Serbia","Europe",1952,57.996,6.86015e+06,3581.46
"Serbia","Europe",1957,61.685,7.27114e+06,4981.09
"Serbia","Europe",1962,64.531,7.61606e+06,6289.63
"Serbia","Europe",1967,66.914,7.97122e+06,7991.71
"Serbia","Europe",1972,68.7,8.31329e+06,10522.1
"Serbia","Europe",1977,70.3,8.68637e+06,12980.7
"Serbia","Europe",1982,70.162,9.03282e+06,15181.1
"Serbia","Europe",1987,71.218,9.23078e+06,15870.9
"Serbia","Europe",1992,71.659,9.8264e+06,9325.07
"Serbia","Europe",1997,72.232,1.03366e+07,7914.32
"Serbia","Europe",2002,73.213,1.01116e+07,7236.08
"Serbia","Europe",2007,74.002,1.01503e+07,9786.53
"Sierra Leone","Africa",1952,30.331,2.14325e+06,879.788
"Sierra Leone","Africa",1957,31.57,2.29568e+06,1004.48
"Sierra Leone","Africa",1962,32.767,2.4679e+06,1116.64
"Sierra Leone","Africa",1967,34.113,2.66219e+06,1206.04
"Sierra Leone","Africa",1972,35.4,2.87901e+06,1353.76
"Sierra Leone","Africa",1977,36.788,3.1409e+06,1348.29
"Sierra Leone","Africa",1982,38.445,3.46452e+06,1465.01
"Sierra Leone","Africa",1987,40.006,3.8689e+06,1294.45
"Sierra Leone","Africa",1992,38.333,4.26088e+06,1068.7
"Sierra Leone","Africa",1997,39.897,4.57821e+06,574.648
"Sierra Leone","Africa",2002,41.012,5.35909e+06,699.49
"Sierra Leone","Africa",2007,42.568,6.14456e+06,862.541
"Singapore","Asia",1952,60.396,1.127e+06,2315.14
"Singapore","Asia",1957,63.179,1.44593e+06,2843.1
"Singapore","Asia",1962,65.798,1.7502e+06,3674.74
"Singapore","Asia",1967,67.946,1.9776e+06,4977.42
"Singapore","Asia",1972,69.521,2.1524e+06,8597.76
"Singapore","Asia",1977,70.795,2.3253e+06,11210.1
"Singapore","Asia",1982,71.76,2.65187e+06,15169.2
"Singapore","Asia",1987,73.56,2.79455e+06,18861.5
"Singapore","Asia",1992,75.788,3.23586e+06,24769.9
"Singapore","Asia",1997,77.158,3.80231e+06,33519.5
"Singapore","Asia",2002,78.77,4.19778e+06,36023.1
"Singapore","Asia",2007,79.972,4.55301e+06,47143.2
"Slovak Republic","Europe",1952,64.36,3.55814e+06,5074.66
"Slovak Republic","Europe",1957,67.45,3.84428e+06,6093.26
"Slovak Republic","Europe",1962,70.33,4.23738e+06,7481.11
"Slovak Republic","Europe",1967,70.98,4.44224e+06,8412.9
"Slovak Republic","Europe",1972,70.35,4.59343e+06,9674.17
"Slovak Republic","Europe",1977,70.45,4.8278e+06,10922.7
"Slovak Republic","Europe",1982,70.8,5.04804e+06,11348.5
"Slovak Republic","Europe",1987,71.08,5.19932e+06,12037.3
"Slovak Republic","Europe",1992,71.38,5.30289e+06,9498.47
"Slovak Republic","Europe",1997,72.71,5.38301e+06,12126.2
"Slovak Republic","Europe",2002,73.8,5.41005e+06,13638.8
"Slovak Republic","Europe",2007,74.663,5.4475e+06,18678.3
"Slovenia","Europe",1952,65.57,1.48952e+06,4215.04
"Slovenia","Europe",1957,67.85,1.53307e+06,5862.28
"Slovenia","Europe",1962,69.15,1.58296e+06,7402.3
"Slovenia","Europe",1967,69.18,1.64691e+06,9405.49
"Slovenia","Europe",1972,69.82,1.69451e+06,12383.5
"Slovenia","Europe",1977,70.97,1.74692e+06,15277
"Slovenia","Europe",1982,71.063,1.86125e+06,17866.7
"Slovenia","Europe",1987,72.25,1.94587e+06,18678.5
"Slovenia","Europe",1992,73.64,1.99921e+06,14214.7
"Slovenia","Europe",1997,75.13,2.01161e+06,17161.1
"Slovenia","Europe",2002,76.66,2.0115e+06,20660
"Slovenia","Europe",2007,77.926,2.00924e+06,25768.3
"Somalia","Africa",1952,32.978,2.52699e+06,1135.75
"Somalia","Africa",1957,34.977,2.78042e+06,1258.15
"Somalia","Africa",1962,36.981,3.08015e+06,1369.49
"Somalia","Africa",1967,38.977,3.42884e+06,1284.73
"Somalia","Africa",1972,40.973,3.84016e+06,1254.58
"Somalia","Africa",1977,41.974,4.35367e+06,1450.99
"Somalia","Africa",1982,42.955,5.82889e+06,1176.81
"Somalia","Africa",1987,44.501,6.92186e+06,1093.24
"Somalia","Africa",1992,39.658,6.0998e+06,926.96
"Somalia","Africa",1997,43.795,6.63351e+06,930.596
"Somalia","Africa",2002,45.936,7.75331e+06,882.082
